pmts,acc,dev,cal,mu,train_ind
377544886.708039,14,13,26,379692654.939658,TRUE
443647339.356573,14,14,27,375089001.573159,TRUE
361522899.04413,14,15,28,362418315.293888,TRUE
332258579.431318,14,16,29,343481311.262839,TRUE
288308262.18183,14,17,30,320059227.492929,TRUE
236192576.362787,14,18,31,293788226.930363,TRUE
233346224.266101,14,19,32,266085357.472537,TRUE
227939837.969819,14,20,33,238591947.244984,TRUE
191505205.385937,14,21,34,212054956.632003,TRUE
162874161.815089,14,22,35,186998177.638541,TRUE
225313017.490922,14,23,36,163758018.73639,TRUE
198306166.456463,14,24,37,142519880.91643,TRUE
142444589.485692,14,25,38,123352175.723163,TRUE
100774661.773245,14,26,39,106236375.794452,TRUE
70613735.8704922,14,27,40,91092425.8441396,TRUE
52634371.1109199,14,28,41,76411594.9561226,FALSE
54359816.9883598,14,29,42,63743263.2289151,FALSE
28837719.3537364,14,30,43,52901775.1074995,FALSE
39777783.0802586,14,31,44,43693213.5240073,FALSE
65192834.2042859,14,32,45,35925133.6594392,FALSE
16123436.7937068,14,33,46,29413321.1880871,FALSE
20859689.7772581,14,34,47,23986164.3894089,FALSE
16023073.5646609,14,35,48,19487174.0238069,FALSE
8314543.71790028,14,36,49,15776113.2056506,FALSE
9141411.61041604,14,37,50,12729123.135544,FALSE
8654644.38917554,14,38,51,10238156.7564285,FALSE
16718864.5976737,14,39,52,8209965.38208871,FALSE
11279115.3742757,14,40,53,6564825.15719703,FALSE
31980.5374756733,15,1,15,317455.246551663,TRUE
2523138.60907973,15,2,16,4603818.29248145,TRUE
69943375.1113535,15,3,17,19212635.4300888,TRUE
33010575.1125493,15,4,18,48175815.3314412,TRUE
109054164.306234,15,5,19,91421364.1169579,TRUE
142456895.36296,15,6,20,145504343.780514,TRUE
146187739.503202,15,7,21,205174099.843826,TRUE
224160753.593129,15,8,22,264849459.608037,TRUE
287198313.540284,15,9,23,319648325.544552,TRUE
350979461.511554,15,10,24,365933019.557518,TRUE
482324771.620504,15,11,25,396282664.474441,TRUE
437218275.910563,15,12,26,413990788.158944,TRUE
532696248.733882,15,13,27,419625280.046243,TRUE
534615451.240157,15,14,28,414537456.228687,TRUE
367924182.539923,15,15,29,400534182.240776,TRUE
355503133.673376,15,16,30,379605556.110179,TRUE
307862002.556394,15,17,31,353720150.286942,TRUE
301468511.105724,15,18,32,324686204.476446,TRUE
320501107.599958,15,19,33,294658526.933906,TRUE
264572070.046897,15,20,34,264741733.202229,TRUE
246266214.764508,15,21,35,235767339.805105,TRUE
187116230.229601,15,22,36,208324898.189594,TRUE
192679825.800014,15,23,37,182799485.177225,TRUE
138954927.990202,15,24,38,159410319.702628,TRUE
154400735.123904,15,25,39,138247213.050818,TRUE
174008079.408775,15,26,40,119303011.487566,TRUE
109551321.619051,15,27,41,100672699.899905,FALSE
117483525.776686,15,28,42,84447872.5492823,FALSE
55412358.2933432,15,29,43,70447200.7438379,FALSE
61412955.9637149,15,30,44,58465503.3633867,FALSE
19134731.5995722,15,31,45,48288468.9040025,FALSE
99464600.4248231,15,32,46,39703412.9483928,FALSE
45960301.4451982,15,33,47,32506747.1810922,FALSE
31842014.1735994,15,34,48,26508811.3193565,FALSE
15456848.9790132,15,35,49,21536658.0065906,FALSE
16663790.2490886,15,36,50,17435301.5151542,FALSE
44936142.1935393,15,37,51,14067856.7020072,FALSE
13962611.810098,15,38,52,11314913.1019045,FALSE
6446251.37191236,15,39,53,9073414.97869226,FALSE
2742550.93312014,15,40,54,7255253.84598554,FALSE
9883.49013664677,16,1,16,389294.78265129,TRUE
4141133.00045193,16,2,17,5651302.34855695,TRUE
16734803.2930517,16,3,18,23607587.3419155,TRUE
56446386.702902,16,4,19,59255413.2390005,TRUE
112944156.275865,16,5,20,112559187.478921,TRUE
179375087.511019,16,6,21,179326100.756721,TRUE
276975075.164867,16,7,22,253118785.448701,TRUE
317352655.243895,16,8,23,327065869.9013,TRUE
423219339.769381,16,9,24,395132601.590783,TRUE
445524697.069525,16,10,25,446951599.389431,TRUE
484027951.890746,16,11,26,484020739.400144,TRUE
602052501.267206,16,12,27,505649490.510236,TRUE
479812147.811518,16,13,28,512531474.442214,TRUE
512732421.770362,16,14,29,506317192.398417,TRUE
504476859.636452,16,15,30,489213554.926311,TRUE
509560392.628493,16,16,31,463651273.245897,TRUE
376890294.207825,16,17,32,432034767.177302,TRUE
446646957.35254,16,18,33,397366564.609736,TRUE
340057870.077728,16,19,34,361339207.479175,TRUE
407291047.328341,16,20,35,325302252.903511,TRUE
305259407.298416,16,21,36,290279853.717547,TRUE
275933532.922217,16,22,37,257005856.239225,TRUE
250283527.021943,16,23,38,225967196.995267,TRUE
191959426.097444,16,24,39,197449233.391542,TRUE
125870359.325391,16,25,40,171578945.007583,TRUE
162555129.668501,16,26,41,145717027.287728,FALSE
72644943.0580061,16,27,42,122961913.329176,FALSE
127545654.330991,16,28,43,103144864.452452,FALSE
66385780.2100384,16,29,44,86044405.2931867,FALSE
63106326.2852905,16,30,45,71409927.0652629,FALSE
61699720.9860038,16,31,46,58979669.1066802,FALSE
66102658.0236606,16,32,47,48493858.0835392,FALSE
35158297.1461383,16,33,48,39703830.6658012,FALSE
28881331.3694532,16,34,49,32377935.2610095,FALSE
38590149.600084,16,35,50,26304933.490802,FALSE
20974676.1929762,16,36,51,21295525.3599635,FALSE
7706668.4797611,16,37,52,17182518.9772335,FALSE
6440886.57495009,16,38,53,13820066.0710088,FALSE
20127136.5465723,16,39,54,11082294.0809065,FALSE
12428488.0956573,16,40,55,8861587.05863891,FALSE
569031.433461482,17,1,17,477869.103363852,TRUE
1598359.11305017,17,2,18,6944055.86753559,TRUE
11839158.5086002,17,3,19,29036920.992348,TRUE
68835757.9408892,17,4,20,72956045.1469179,TRUE
102579507.606182,17,5,21,138723007.647026,TRUE
196211369.259512,17,6,22,221230676.081159,TRUE
261972745.273857,17,7,23,312579515.448736,TRUE
401246011.551285,17,8,24,404301783.359853,TRUE
391104853.660392,17,9,25,482616049.421986,TRUE
470810213.406745,17,10,26,545907916.25835,TRUE
642850919.254043,17,11,27,591184266.110061,TRUE
759836618.518882,17,12,28,617601682.371487,TRUE
593988473.210701,17,13,29,626007356.527619,TRUE
663182507.729966,17,14,30,618417215.299341,TRUE
538178115.159667,17,15,31,597526785.316338,TRUE
554467551.81052,17,16,32,566304943.967015,TRUE
481034743.54323,17,17,33,528744889.244796,TRUE
456015682.222733,17,18,34,487289884.426157,TRUE
436971784.80389,17,19,35,443996708.919165,TRUE
513298972.184579,17,20,36,400516417.858718,TRUE
385866444.209856,17,21,37,358111886.778792,TRUE
318241561.456566,17,22,38,317697245.642909,TRUE
324386714.124128,17,23,39,279888089.438512,TRUE
290150553.533717,17,24,40,245054713.294102,TRUE
182472209.820752,17,25,41,209566996.674474,FALSE
172091861.151345,17,26,42,177979179.040132,FALSE
120975549.166611,17,27,43,150186020.088907,FALSE
127996655.091716,17,28,44,125981421.932282,FALSE
90261733.2112233,17,29,45,105094873.94935,FALSE
49128588.5944717,17,30,46,87220281.8775289,FALSE
64719480.1578428,17,31,47,72037930.5222733,FALSE
42886100.8608865,17,32,48,59230532.0170626,FALSE
44920843.2205534,17,33,49,48494368.284734,FALSE
34914525.6441289,17,34,50,39546499.4313284,FALSE
26271363.9228951,17,35,51,32128918.3188855,FALSE
9654323.49335712,17,36,52,26010413.4111294,FALSE
10588008.8147479,17,37,53,20986776.0709325,FALSE
8747275.55087234,17,38,54,16879866.817086,FALSE
9979553.52368611,17,39,55,13535944.5571614,FALSE
5815382.81670777,17,40,56,10823566.8750981,FALSE
37610.2306690188,18,1,18,587183.191848699,TRUE
1730645.18107826,18,2,19,8541067.69454065,TRUE
41016473.9188244,18,3,20,35750639.5289288,TRUE
77096575.8368115,18,4,21,89914312.9538667,TRUE
123207431.335716,18,5,22,171139530.945347,TRUE
323101091.14038,18,6,23,273200495.211208,TRUE
403476737.379754,18,7,24,386394506.940818,TRUE
432421035.586065,18,8,25,493815313.324799,TRUE
664523617.874659,18,9,26,589468573.89638,TRUE
617945863.820417,18,10,27,666773434.61942,TRUE
717782487.926438,18,11,28,722074093.207723,TRUE
740146202.585986,18,12,29,754340398.292897,TRUE
867601219.620456,18,13,30,764607111.89139,TRUE
619163910.099741,18,14,31,755336492.460347,TRUE
822999978.173877,18,15,32,729820863.659957,TRUE
647157109.645314,18,16,33,693071177.657647,TRUE
668878550.256241,18,17,34,648398881.3303,TRUE
700998653.008505,18,18,35,598759006.763144,TRUE
569576760.511269,18,19,36,546654595.25763,TRUE
446307426.451912,18,20,37,494108317.36477,TRUE
524445319.318179,18,21,38,442679251.463076,TRUE
379595407.974998,18,22,39,393507005.818786,TRUE
397331893.288898,18,23,40,347369773.65609,TRUE
342720094.899305,18,24,41,299310502.717566,FALSE
249837392.177451,18,25,42,255965707.757545,FALSE
162917960.762571,18,26,43,217384260.1747,FALSE
222806552.620952,18,27,44,183437619.17369,FALSE
247555986.315734,18,28,45,153874056.225029,FALSE
147815736.611271,18,29,46,128363168.910232,FALSE
75158330.5056234,18,30,47,106531092.852721,FALSE
72927099.4991663,18,31,48,87987327.0320556,FALSE
75140235.1071588,18,32,49,72344335.1729347,FALSE
71655642.4680175,18,33,50,59231155.1782091,FALSE
19326379.2747003,18,34,51,48302203.4810042,FALSE
29520991.1397362,18,35,52,39242349.4513894,FALSE
17974854.7345453,18,36,53,31769190.6812395,FALSE
16984038.2408817,18,37,54,25633306.1779268,FALSE
20901146.8999107,18,38,55,20617115.8877651,FALSE
17705182.1294366,18,39,56,16532840.01642,FALSE
14125403.2929458,18,40,57,13219934.4343758,FALSE
44340.2711237632,19,1,19,722225.092416495,TRUE
4832162.00416258,19,2,20,10515875.0275269,TRUE
44991780.2379074,19,3,21,44060696.8816864,TRUE
86816095.8947619,19,4,22,110925315.167269,TRUE
222427360.096871,19,5,23,211342321.203821,TRUE
374209285.066942,19,6,24,337716214.357735,TRUE
414813842.050957,19,7,25,471943316.515454,TRUE
578321765.664419,19,8,26,603147385.71664,TRUE
710039258.255386,19,9,27,719978542.00578,TRUE
861391055.405404,19,10,28,814398912.112091,TRUE
909508723.827284,19,11,29,881943289.039919,TRUE
882279289.847852,19,12,30,921353443.066585,TRUE
905673186.905977,19,13,31,933893235.373028,TRUE
886798349.471522,19,14,32,922570075.230095,TRUE
969195159.927486,19,15,33,893189810.268351,TRUE
932783120.162639,19,16,34,849911905.375291,TRUE
848071054.240815,19,17,35,796722202.901585,TRUE
843751482.902988,19,18,36,737199974.512783,TRUE
654523231.823624,19,19,37,674395780.543872,TRUE
649634398.507603,19,20,38,610790951.510158,TRUE
535262478.035706,19,21,39,548312549.669173,TRUE
523600355.381128,19,22,40,488382481.075128,TRUE
485173856.554376,19,23,41,424278399.645024,FALSE
557278130.942914,19,24,42,365578673.565542,FALSE
341882099.596528,19,25,43,312637221.449486,FALSE
277710362.026989,19,26,44,265513734.957987,FALSE
181119754.681845,19,27,45,224051214.00908,FALSE
203748021.6804,19,28,46,187942196.682544,FALSE
148507598.283519,19,29,47,156783128.553136,FALSE
94048399.5164958,19,30,48,130117370.640131,FALSE
175786351.222062,19,31,49,107467963.920093,FALSE
50871192.4683194,19,32,50,88361570.5174861,FALSE
76195455.7645804,19,33,51,72345096.3036776,FALSE
27505781.3480177,19,34,52,58996444.5569123,FALSE
58937935.1602674,19,35,53,47930713.8566124,FALSE
29995629.981122,19,36,54,38802977.1225825,FALSE
27192115.1144644,19,37,55,31308590.866484,FALSE
10299144.4759415,19,38,56,25181802.2106242,FALSE
18234368.3173202,19,39,57,20193256.3962763,FALSE
12108943.6378394,19,40,58,16146864.3808433,FALSE
3166446.14262472,20,1,20,889213.045161835,TRUE
27852726.3347959,20,2,21,12960237.5828447,TRUE
49539462.9086664,20,3,22,54356715.0493409,TRUE
123471874.506838,20,4,23,136983042.18914,TRUE
256578076.329279,20,5,24,261250363.383685,TRUE
340713411.385804,20,6,25,412487515.691948,TRUE
555603581.256827,20,7,26,576432868.487233,TRUE
769403021.760508,20,8,27,736685880.491397,TRUE
955100675.511901,20,9,28,879383777.021997,TRUE
918465535.549793,20,10,29,994709077.496349,TRUE
910700483.227444,20,11,30,1077207965.7742,TRUE
1277586534.73143,20,12,31,1125343636.6019,TRUE
1045843580.03632,20,13,32,1140659773.51174,TRUE
1084580126.54208,20,14,33,1129085548.9135,TRUE
909983060.294286,20,15,34,1095317015.01798,TRUE
1044780967.1798,20,16,35,1044331976.84365,TRUE
957901249.372148,20,17,36,980934868.684412,TRUE
878507679.38459,20,18,37,909467434.357092,TRUE
862568729.064948,20,19,38,833652917.825174,TRUE
677556469.074858,20,20,39,756539509.88333,TRUE
573846933.162973,20,21,40,680512009.830338,TRUE
711857907.720151,20,22,41,596511709.422267,FALSE
539368862.580129,20,23,42,518214807.554213,FALSE
498234213.225336,20,24,43,446518800.217489,FALSE
405920489.340131,20,25,44,381855964.581934,FALSE
293294805.852733,20,26,45,324299208.207093,FALSE
241405628.072774,20,27,46,273656770.759824,FALSE
215543354.801102,20,28,47,229553117.40274,FALSE
197430758.889918,20,29,48,191495345.647781,FALSE
163092992.804512,20,30,49,158925715.384405,FALSE
136205434.573374,20,31,50,131261667.54586,FALSE
138437038.941505,20,32,51,107925065.945422,FALSE
77972796.4428684,20,33,52,88362500.1646752,FALSE
31791180.8033201,20,34,53,72058420.1034561,FALSE
67904752.7377427,20,35,54,58542706.1050522,FALSE
43171005.8081826,20,36,55,47394063.2823481,FALSE
45781421.3927537,20,37,56,38240399.2384319,FALSE
47405366.091167,20,38,57,30757122.6755003,FALSE
12153396.5335192,20,39,58,24664099.0586474,FALSE
16890704.0607372,20,40,59,19721824.6904001,FALSE
348579.591400465,21,1,21,897252.083979533,TRUE
7093613.10355044,21,2,22,13090490.1360027,TRUE
30955691.9517871,21,3,23,54957939.5875083,TRUE
130446726.813048,21,4,24,138636741.044201,TRUE
218070248.339578,21,5,25,261250363.383685,TRUE
456402900.133997,21,6,26,412487515.691948,TRUE
494337382.316059,21,7,27,576432868.487233,TRUE
691134161.192327,21,8,28,736685880.491397,TRUE
827807170.410719,21,9,29,879383777.021997,TRUE
936771368.924306,21,10,30,994709077.496349,TRUE
1166439510.97173,21,11,31,1077207965.7742,TRUE
1191207807.57616,21,12,32,1125343636.6019,TRUE
1209907233.25657,21,13,33,1142943375.89995,TRUE
1295873551.4062,21,14,34,1133610935.84918,TRUE
1156325960.68796,21,15,35,1101908672.30499,TRUE
1150446938.14275,21,16,36,1052720140.5765,TRUE
1071130782.47425,21,17,37,990793428.013378,TRUE
891033808.857954,21,18,38,920446787.938942,TRUE
839124893.863828,21,19,39,845406139.256086,TRUE
758412802.579153,21,20,40,768741497.635521,TRUE
669208914.2742,21,21,41,680512009.830338,FALSE
523782051.81839,21,22,42,596511709.422267,FALSE
581167126.355524,21,23,43,518214807.554213,FALSE
496054084.832711,21,24,44,446518800.217489,FALSE
343230575.137687,21,25,45,381855964.581934,FALSE
305382918.011572,21,26,46,324299208.207093,FALSE
243855058.354502,21,27,47,273656770.759824,FALSE
186584763.920568,21,28,48,229553117.40274,FALSE
234353692.017806,21,29,49,191495345.647781,FALSE
161475151.647072,21,30,50,158925715.384405,FALSE
128412267.855978,21,31,51,131261667.54586,FALSE
117841999.527512,21,32,52,107925065.945422,FALSE
79043850.4532934,21,33,53,88362500.1646752,FALSE
59032678.455647,21,34,54,72058420.1034561,FALSE
33384394.1869771,21,35,55,58542706.1050522,FALSE
44727095.948512,21,36,56,47394063.2823481,FALSE
28114519.2400813,21,37,57,38240399.2384319,FALSE
29509803.6644204,21,38,58,30757122.6755003,FALSE
19247791.3296536,21,39,59,24664099.0586474,FALSE
17122407.276878,21,40,60,19721824.6904001,FALSE
5483905.34684641,22,1,22,906269.617340145,TRUE
9713154.70596836,22,2,23,13235280.4140624,TRUE
36728682.626279,22,3,24,55621407.7096932,TRUE
112360822.413194,22,4,25,138636741.044201,TRUE
260925520.650919,22,5,26,261250363.383685,TRUE
333791070.18112,22,6,27,412487515.691948,TRUE
548822212.244708,22,7,28,576432868.487233,TRUE
660995706.981391,22,8,29,736685880.491397,TRUE
922482195.107094,22,9,30,879383777.021997,TRUE
1176953902.60615,22,10,31,994709077.496349,TRUE
1033208535.10665,22,11,32,1077207965.7742,TRUE
1184437787.08684,22,12,33,1127596576.06358,TRUE
920766731.87471,22,13,34,1147524305.15416,TRUE
1164262084.26546,22,14,35,1140433047.3324,TRUE
1013265530.11664,22,15,36,1110759296.97884,TRUE
1157040553.79616,22,16,37,1063300153.88217,TRUE
950141911.203119,22,17,38,1002754572.48297,TRUE
935548852.592268,22,18,39,933423669.183765,TRUE
767063791.860683,22,19,40,859041428.91653,TRUE
698782856.258445,22,20,41,768741497.635521,FALSE
635534432.665651,22,21,42,680512009.830338,FALSE
542462796.721708,22,22,43,596511709.422267,FALSE
528396367.122905,22,23,44,518214807.554213,FALSE
525375289.959046,22,24,45,446518800.217489,FALSE
442962391.322627,22,25,46,381855964.581934,FALSE
290770433.430944,22,26,47,324299208.207093,FALSE
354275606.262675,22,27,48,273656770.759824,FALSE
257769053.124458,22,28,49,229553117.40274,FALSE
203173185.888272,22,29,50,191495345.647781,FALSE
121908589.173559,22,30,51,158925715.384405,FALSE
161677171.462113,22,31,52,131261667.54586,FALSE
82697013.6878606,22,32,53,107925065.945422,FALSE
44033979.5852506,22,33,54,88362500.1646752,FALSE
92067847.3572713,22,34,55,72058420.1034561,FALSE
42124373.8254487,22,35,56,58542706.1050522,FALSE
57419298.2764882,22,36,57,47394063.2823481,FALSE
84778402.6306756,22,37,58,38240399.2384319,FALSE
16257279.1391574,22,38,59,30757122.6755003,FALSE
16775783.8212305,22,39,60,24664099.0586474,FALSE
18558251.7744544,22,40,61,19721824.6904001,FALSE
36083.000959394,23,1,23,916293.614037627,TRUE
10872655.0899813,23,2,24,13395060.5424445,TRUE
52624963.8253318,23,3,25,55621407.7096932,TRUE
110939585.461755,23,4,26,138636741.044201,TRUE
258162730.163918,23,5,27,261250363.383685,TRUE
375788555.197832,23,6,28,412487515.691948,TRUE
477543721.290497,23,7,29,576432868.487233,TRUE
720582956.239597,23,8,30,736685880.491397,TRUE
855336363.718557,23,9,31,879383777.021997,TRUE
978103327.07881,23,10,32,994709077.496349,TRUE
1129626867.97732,23,11,33,1079364537.55868,TRUE
921563064.267791,23,12,34,1132115995.18018,TRUE
991243784.822308,23,13,35,1154430147.79549,TRUE
1121626742.03896,23,14,36,1149593103.08047,TRUE
1038432307.80129,23,15,37,1121922613.50377,TRUE
981947459.481538,23,16,38,1076136620.49118,TRUE
881878615.23412,23,17,39,1016891866.6485,TRUE
941030848.561876,23,18,40,948478565.894635,TRUE
993496629.659723,23,19,41,859041428.91653,FALSE
638042530.151865,23,20,42,768741497.635521,FALSE
607403025.446654,23,21,43,680512009.830338,FALSE
587338378.313093,23,22,44,596511709.422267,FALSE
430612635.669888,23,23,45,518214807.554213,FALSE
449439117.535993,23,24,46,446518800.217489,FALSE
318151596.777218,23,25,47,381855964.581934,FALSE
431484616.973494,23,26,48,324299208.207093,FALSE
265072452.386814,23,27,49,273656770.759824,FALSE
206374623.982703,23,28,50,229553117.40274,FALSE
145274776.369024,23,29,51,191495345.647781,FALSE
116897616.171101,23,30,52,158925715.384405,FALSE
92243457.542984,23,31,53,131261667.54586,FALSE
115751880.601636,23,32,54,107925065.945422,FALSE
98874178.2860822,23,33,55,88362500.1646752,FALSE
51306851.9925804,23,34,56,72058420.1034561,FALSE
80199990.5487602,23,35,57,58542706.1050522,FALSE
42682857.0564637,23,36,58,47394063.2823481,FALSE
14834309.1545026,23,37,59,38240399.2384319,FALSE
40651906.772816,23,38,60,30757122.6755003,FALSE
20904886.6833791,23,39,61,24664099.0586474,FALSE
42394968.3369178,23,40,62,19721824.6904001,FALSE
243815.378434402,24,1,24,927355.375232432,TRUE
14962928.3921702,24,2,25,13395060.5424445,TRUE
40900691.8408639,24,3,26,55621407.7096932,TRUE
166858098.166036,24,4,27,138636741.044201,TRUE
271509175.163445,24,5,28,261250363.383685,TRUE
406601989.423148,24,6,29,412487515.691948,TRUE
651474290.286095,24,7,30,576432868.487233,TRUE
763269951.717965,24,8,31,736685880.491397,TRUE
808732121.454208,24,9,32,879383777.021997,TRUE
1102661982.91958,24,10,33,996700486.396441,TRUE
1093871666.9584,24,11,34,1083690642.14996,TRUE
1289721025.75568,24,12,35,1138929110.05656,TRUE
1209325900.95761,24,13,36,1163702629.45129,TRUE
1162985638.45086,24,14,37,1161146705.84524,TRUE
1104456502.61257,24,15,38,1135466787.37938,TRUE
1214779537.93088,24,16,39,1091308488.44738,TRUE
1031033908.58995,24,17,40,1033292995.6577,TRUE
898300185.812127,24,18,41,948478565.894635,FALSE
835058368.641902,24,19,42,859041428.91653,FALSE
808139171.371704,24,20,43,768741497.635521,FALSE
695917407.426293,24,21,44,680512009.830338,FALSE
606101674.699004,24,22,45,596511709.422267,FALSE
611974959.0592,24,23,46,518214807.554213,FALSE
411426642.671899,24,24,47,446518800.217489,FALSE
403899227.83864,24,25,48,381855964.581934,FALSE
296379573.682084,24,26,49,324299208.207093,FALSE
283471004.305214,24,27,50,273656770.759824,FALSE
196118458.813758,24,28,51,229553117.40274,FALSE
340421609.970046,24,29,52,191495345.647781,FALSE
140644125.536155,24,30,53,158925715.384405,FALSE
116035462.125332,24,31,54,131261667.54586,FALSE
99087293.0278797,24,32,55,107925065.945422,FALSE
111094761.986826,24,33,56,88362500.1646752,FALSE
42238850.2150322,24,34,57,72058420.1034561,FALSE
50512308.192658,24,35,58,58542706.1050522,FALSE
50106719.7130259,24,36,59,47394063.2823481,FALSE
35535370.8379507,24,37,60,38240399.2384319,FALSE
36297648.168321,24,38,61,30757122.6755003,FALSE
52210565.9463699,24,39,62,24664099.0586474,FALSE
16560102.4418749,24,40,63,19721824.6904001,FALSE
1114742.69355831,25,1,25,927355.375232432,TRUE
40047372.0919906,25,2,26,13395060.5424445,TRUE
39169063.5995431,25,3,27,55621407.7096932,TRUE
140213752.922751,25,4,28,138636741.044201,TRUE
260148521.021135,25,5,29,261250363.383685,TRUE
405379672.256598,25,6,30,412487515.691948,TRUE
514037032.852731,25,7,31,576432868.487233,TRUE
709747106.010579,25,8,32,736685880.491397,TRUE
874981614.171424,25,9,33,881144304.516695,TRUE
1095780787.33288,25,10,34,1000695272.58803,TRUE
1056405132.08257,25,11,35,1090212331.50587,TRUE
1041738641.43013,25,12,36,1148077086.05184,TRUE
1156038095.85193,25,13,37,1175398035.31357,TRUE
1067697519.52698,25,14,38,1175164404.2941,TRUE
1178977573.73764,25,15,39,1151475119.25727,TRUE
1000739491.17716,25,16,40,1108909859.73855,TRUE
1131792980.44232,25,17,41,1033292995.6577,FALSE
1015315532.48948,25,18,42,948478565.894635,FALSE
878051887.932284,25,19,43,859041428.91653,FALSE
862285891.176428,25,20,44,768741497.635521,FALSE
614267341.996748,25,21,45,680512009.830338,FALSE
678087485.293938,25,22,46,596511709.422267,FALSE
472673788.064923,25,23,47,518214807.554213,FALSE
436922418.833678,25,24,48,446518800.217489,FALSE
272122595.288,25,25,49,381855964.581934,FALSE
302640731.137077,25,26,50,324299208.207093,FALSE
233671637.275523,25,27,51,273656770.759824,FALSE
208714453.602962,25,28,52,229553117.40274,FALSE
173391696.592964,25,29,53,191495345.647781,FALSE
134155421.221067,25,30,54,158925715.384405,FALSE
145821831.130545,25,31,55,131261667.54586,FALSE
143886077.376216,25,32,56,107925065.945422,FALSE
71648601.4335513,25,33,57,88362500.1646752,FALSE
40582049.0361509,25,34,58,72058420.1034561,FALSE
77310459.5564208,25,35,59,58542706.1050522,FALSE
50461070.8818066,25,36,60,47394063.2823481,FALSE
30939474.2263448,25,37,61,38240399.2384319,FALSE
56037961.4282378,25,38,62,30757122.6755003,FALSE
7920705.34100587,25,39,63,24664099.0586474,FALSE
36257843.454451,25,40,64,19721824.6904001,FALSE
1953186.79555976,26,1,26,927355.375232432,TRUE
6317501.18499435,26,2,27,13395060.5424445,TRUE
56319322.7520355,26,3,28,55621407.7096932,TRUE
123794524.26207,26,4,29,138636741.044201,TRUE
223462836.550079,26,5,30,261250363.383685,TRUE
442668251.663002,26,6,31,412487515.691948,TRUE
494720295.157533,26,7,32,576432868.487233,TRUE
626855336.395851,26,8,33,738160726.606881,TRUE
829343738.028386,26,9,34,884675940.297475,TRUE
1085969625.21652,26,10,35,1006717492.8176,TRUE
931200417.566834,26,11,36,1098969010.17034,TRUE
1154948631.45702,26,12,37,1159615452.59216,TRUE
1258704173.95167,26,13,38,1189587779.92849,TRUE
1271051992.95449,26,14,39,1191732411.39402,TRUE
1286600275.31186,26,15,40,1170046899.20871,TRUE
1018018452.73476,26,16,41,1108909859.73855,FALSE
1043630620.54391,26,17,42,1033292995.6577,FALSE
1005065203.21376,26,18,43,948478565.894635,FALSE
891448212.487459,26,19,44,859041428.91653,FALSE
816257460.405095,26,20,45,768741497.635521,FALSE
773974424.981413,26,21,46,680512009.830338,FALSE
622884712.658032,26,22,47,596511709.422267,FALSE
560146870.253391,26,23,48,518214807.554213,FALSE
463481272.111835,26,24,49,446518800.217489,FALSE
401713742.578204,26,25,50,381855964.581934,FALSE
368379159.8529,26,26,51,324299208.207093,FALSE
260124024.839329,26,27,52,273656770.759824,FALSE
246380235.318587,26,28,53,229553117.40274,FALSE
251360834.147981,26,29,54,191495345.647781,FALSE
134797981.543941,26,30,55,158925715.384405,FALSE
102317969.979261,26,31,56,131261667.54586,FALSE
82560515.9330768,26,32,57,107925065.945422,FALSE
95371788.0796589,26,33,58,88362500.1646752,FALSE
38578870.7979566,26,34,59,72058420.1034561,FALSE
72300863.4633498,26,35,60,58542706.1050522,FALSE
42993306.2326611,26,36,61,47394063.2823481,FALSE
22184788.8694247,26,37,62,38240399.2384319,FALSE
23598879.0671567,26,38,63,30757122.6755003,FALSE
12262537.282811,26,39,64,24664099.0586474,FALSE
14773734.2107453,26,40,65,19721824.6904001,FALSE
123545.129556367,27,1,27,927355.375232432,TRUE
3582608.63503676,27,2,28,13395060.5424445,TRUE
99919223.1000831,27,3,29,55621407.7096932,TRUE
125755591.06729,27,4,30,138636741.044201,TRUE
219997417.596892,27,5,31,261250363.383685,TRUE
438850827.666425,27,6,32,412487515.691948,TRUE
605694264.483698,27,7,33,577586887.858908,TRUE
796535427.917947,27,8,34,741119282.680715,TRUE
916756232.512132,27,9,35,889999952.002349,TRUE
1069819876.0051,27,10,36,1014803533.79855,TRUE
1287752997.82033,27,11,37,1110013832.34288,TRUE
1124224059.63252,27,12,38,1173614665.30942,TRUE
1380560787.80307,27,13,39,1206359134.39754,TRUE
1172571997.82417,27,14,40,1210953488.54564,TRUE
1146229948.33825,27,15,41,1170046899.20871,FALSE
1184744247.8789,27,16,42,1108909859.73855,FALSE
964036682.695678,27,17,43,1033292995.6577,FALSE
959271473.72786,27,18,44,948478565.894635,FALSE
812733685.513866,27,19,45,859041428.91653,FALSE
638675759.379988,27,20,46,768741497.635521,FALSE
608120713.85751,27,21,47,680512009.830338,FALSE
684888148.947929,27,22,48,596511709.422267,FALSE
538461497.928269,27,23,49,518214807.554213,FALSE
435162215.132506,27,24,50,446518800.217489,FALSE
299430661.326786,27,25,51,381855964.581934,FALSE
243616036.239913,27,26,52,324299208.207093,FALSE
221962432.389142,27,27,53,273656770.759824,FALSE
204534076.652264,27,28,54,229553117.40274,FALSE
170713265.90017,27,29,55,191495345.647781,FALSE
130330757.039359,27,30,56,158925715.384405,FALSE
139753385.897761,27,31,57,131261667.54586,FALSE
86503247.9696231,27,32,58,107925065.945422,FALSE
46703186.3830333,27,33,59,88362500.1646752,FALSE
49839685.3100092,27,34,60,72058420.1034561,FALSE
