pmts,acc,dev,cal,mu,train_ind
327993247.921345,14,13,26,361397155.478729,TRUE
374885833.301825,14,14,27,355549092.996383,TRUE
300874168.747684,14,15,28,342127586.408393,TRUE
254839243.355739,14,16,29,322919134.453095,TRUE
356010980.373664,14,17,30,299663419.775914,TRUE
313962176.235396,14,18,31,273936862.981575,TRUE
321317124.517777,14,19,32,247086932.212247,TRUE
249543423.591975,14,20,33,220431743.219869,TRUE
153353833.797559,14,21,34,194700183.545986,TRUE
146607073.462116,14,22,35,170411185.726233,TRUE
139487208.239427,14,23,36,147904874.888249,TRUE
174938389.98131,14,24,37,127374982.140923,TRUE
152026691.143177,14,25,38,108899789.483493,TRUE
102051265.8716,14,26,39,92470023.3851217,TRUE
59142737.4148186,14,27,40,78012936.0467217,TRUE
111914965.591945,14,28,41,65051086.8435628,FALSE
59326018.9772337,14,29,42,53943673.9234581,FALSE
45769049.5340543,14,30,43,44502807.5780695,FALSE
74234517.9880113,14,31,44,36537774.3547138,FALSE
31557691.9644111,14,32,45,29863274.8676245,FALSE
19741687.8486699,14,33,46,24304911.3378077,FALSE
5146236.51721137,14,34,47,19702517.3355717,FALSE
16388529.241636,14,35,48,15911851.343621,FALSE
12710775.9604504,14,36,49,12805094.8577908,FALSE
11570609.3709678,14,37,50,10270514.7443587,FALSE
2709617.41503964,14,38,51,8211574.43989419,FALSE
2289201.36213569,14,39,52,6545712.43584718,FALSE
1909694.44013729,14,40,53,5202950.53284193,FALSE
11397.1890390841,15,1,15,317455.246551663,TRUE
10470652.3958439,15,2,16,4592911.91881797,TRUE
11360825.0019927,15,3,17,19116812.0111179,TRUE
28002714.4986891,15,4,18,47793784.5192177,TRUE
62106065.6705973,15,5,19,90391104.4890938,TRUE
173263256.059411,15,6,20,143310503.95985,TRUE
178057583.179127,15,7,21,201188745.871783,TRUE
289259016.042962,15,8,22,258393108.184226,TRUE
329699443.625868,15,9,23,310058153.039003,TRUE
393487826.868397,15,10,24,352627355.23239,TRUE
279125751.176335,15,11,25,380305132.073158,TRUE
452956235.702262,15,12,26,395667610.745539,TRUE
394245314.928659,15,13,27,399405626.110355,TRUE
315431232.200009,15,14,28,392942517.527777,TRUE
445244451.685366,15,15,29,378109458.76997,TRUE
375707188.744116,15,16,30,356880836.28772,TRUE
397413508.865113,15,17,31,331179296.747434,TRUE
326995352.558659,15,18,32,302747054.35611,TRUE
249225689.123595,15,19,33,273367529.054097,TRUE
170493860.321224,15,20,34,244114987.482179,TRUE
180613275.470729,15,21,35,215806879.638547,TRUE
252421674.182063,15,22,36,189030157.13017,TRUE
315145849.674629,15,23,37,164174240.226185,TRUE
164449809.181627,15,24,38,141465861.749878,TRUE
94720494.8143985,15,25,39,121002682.189212,TRUE
142529060.709306,15,26,40,102783836.711609,TRUE
65472074.0937482,15,27,41,86217628.152532,FALSE
54012318.8458623,15,28,42,71892569.3687189,FALSE
41506616.4697053,15,29,43,59616979.6343616,FALSE
51466845.2772096,15,30,44,49183208.707999,FALSE
24071218.8061278,15,31,45,40380485.62804,FALSE
22300954.8857649,15,32,46,33004022.902198,FALSE
15763065.1251253,15,33,47,26861081.1769522,FALSE
14165949.5105143,15,34,48,21774649.1721552,FALSE
27391129.1070488,15,35,49,17585315.3577128,FALSE
2895433.77621339,15,36,50,14151818.4400303,FALSE
5345967.43954304,15,37,51,11350674.2091324,FALSE
10165362.5918387,15,38,52,9075193.26258436,FALSE
6212944.76286962,15,39,53,7234131.02218441,FALSE
8698881.16949399,15,40,54,5750149.61708309,FALSE
23316.9154862369,16,1,16,389294.78265129,TRUE
2213188.31479453,16,2,17,5637191.73829766,TRUE
16242743.2572126,16,3,18,23482617.476358,TRUE
37534373.3909523,16,4,19,58753876.7761003,TRUE
141598614.50127,16,5,20,111199440.248416,TRUE
143567546.121603,16,6,21,176418636.393476,TRUE
220131929.478324,16,7,22,247820585.823246,TRUE
285819630.594095,16,8,23,318463459.461378,TRUE
408139330.390371,16,9,24,382335437.47694,TRUE
426269468.837758,16,10,25,430700024.283567,TRUE
598512161.953268,16,11,26,464505737.256624,TRUE
441685688.426657,16,12,27,483269511.079246,TRUE
495467303.466246,16,13,28,487835133.355877,TRUE
453578147.735805,16,14,29,479941074.706825,TRUE
514819117.27036,16,15,30,461823935.82809,TRUE
527071199.488952,16,16,31,435895237.776329,TRUE
367670212.485454,16,17,32,404503306.492863,TRUE
294614357.441679,16,18,33,370193505.915986,TRUE
262846622.803586,16,19,34,334611780.690972,TRUE
263963706.660036,16,20,35,299081555.639676,TRUE
331810606.795665,16,21,36,264616436.464716,TRUE
220382485.001523,16,22,37,231950027.20402,TRUE
157474768.588555,16,23,38,201574506.725833,TRUE
193513741.660658,16,24,39,173782065.663859,TRUE
154797605.728569,16,25,40,148705309.412195,TRUE
115101610.450314,16,26,41,125540461.653844,FALSE
179153372.599892,16,27,42,105306448.827531,FALSE
164008746.08922,16,28,43,87809782.5181745,FALSE
72519191.7290721,16,29,44,72816343.3585879,FALSE
61119960.5624507,16,30,45,60072506.771117,FALSE
25298795.8125691,16,31,46,49320836.5219351,FALSE
74624210.7390429,16,32,47,40311204.6031261,FALSE
31616660.7688477,16,33,48,32808198.6366935,FALSE
9919424.74571893,16,34,49,26595616.5568404,FALSE
20843810.7670513,16,35,50,21478752.6810268,FALSE
20767046.8790807,16,36,51,17285070.075635,FALSE
7387000.3428263,16,37,52,13863744.7860118,FALSE
4698540.33672901,16,38,53,11084466.0817571,FALSE
4688587.51252848,16,39,54,8835787.58338808,FALSE
1740274.11947659,16,40,55,7023248.60213893,FALSE
854288.623742192,17,1,17,477869.103363852,TRUE
14971866.5311194,17,2,18,6925651.84310564,TRUE
54522747.6440984,17,3,19,28872843.7645949,TRUE
71463797.0072393,17,4,20,72294044.5143864,TRUE
118847713.466974,17,5,21,136920747.240404,TRUE
231941563.383875,17,6,22,217364949.361204,TRUE
299764301.51021,17,7,23,305519232.987574,TRUE
350715560.839979,17,8,24,392820944.195005,TRUE
417827752.740749,17,9,25,466985557.87671,TRUE
542027857.389925,17,10,26,526058197.5996,TRUE
445880612.331001,17,11,27,567348588.666464,TRUE
497380588.08855,17,12,28,590266713.766907,TRUE
556497528.071873,17,13,29,595843177.408302,TRUE
645823073.180842,17,14,30,586201352.401274,TRUE
583571248.98754,17,15,31,564073029.004814,TRUE
481906923.07199,17,16,32,532403645.688892,TRUE
461648334.731801,17,17,33,494644537.188276,TRUE
509817681.278622,17,18,34,453176769.106551,TRUE
360099667.933222,17,19,35,410018288.764074,TRUE
307430449.040865,17,20,36,366800778.077175,TRUE
378286354.926705,17,21,37,324781667.017157,TRUE
328856023.804778,17,22,38,284877826.673206,TRUE
229492435.89547,17,23,39,247710725.908601,TRUE
244654289.931008,17,24,40,213655759.755813,TRUE
231427837.354965,17,25,41,181629075.069116,FALSE
104602227.65814,17,26,42,153335466.124706,FALSE
100949791.515765,17,27,43,128621587.049999,FALSE
102785458.525568,17,28,44,107251110.561143,FALSE
75863427.8848615,17,29,45,88938082.6173171,FALSE
105056825.164917,17,30,46,73372725.459838,FALSE
40744696.9487176,17,31,47,60240605.7626583,FALSE
47859487.7401296,17,32,48,49236216.4870171,FALSE
30080184.20679,17,33,49,40072024.3051242,FALSE
41055308.8515418,17,34,50,32483959.4174952,FALSE
18022160.7845159,17,35,51,26234207.7664464,FALSE
24916909.8496724,17,36,52,21112032.2653725,FALSE
10691190.5786286,17,37,53,16933216.1200635,FALSE
10998717.0632311,17,38,54,13538597.444991,FALSE
16683798.2673108,17,39,55,10792055.3248676,FALSE
4082973.02750664,17,40,56,8578215.21389705,FALSE
29473.1365871968,18,1,18,587183.191848699,TRUE
5672113.976993,18,2,19,8516902.2532808,TRUE
52401212.6263609,18,3,20,35534044.4250061,TRUE
52959961.9343679,18,4,21,89036771.4014007,TRUE
204393346.441967,18,5,22,168742963.333339,TRUE
198285779.570624,18,6,23,268048377.904492,TRUE
336509074.972738,18,7,24,376970365.611487,TRUE
506428037.142787,18,8,25,479792584.702861,TRUE
486632771.402394,18,9,26,570377448.41158,TRUE
682662719.515175,18,10,27,642528933.500919,TRUE
668794392.809559,18,11,28,692961131.035498,TRUE
649029342.712036,18,12,29,720953392.245042,TRUE
620085683.391212,18,13,30,727764500.31742,TRUE
682154188.544326,18,14,31,715987948.660137,TRUE
566266561.301244,18,15,32,688960353.430243,TRUE
660644287.687465,18,16,33,651080117.751113,TRUE
611935664.165785,18,17,34,605587082.781788,TRUE
532137828.676114,18,18,35,555387952.759123,TRUE
378878754.773782,18,19,36,502959403.327856,TRUE
381203074.993412,18,20,37,450314877.91373,TRUE
445752899.66643,18,21,38,399015122.282066,TRUE
510800951.913603,18,22,39,350206138.58002,TRUE
318540580.793349,18,23,40,304672063.50639,TRUE
305068105.723909,18,24,41,260959734.262557,FALSE
172280120.523702,18,25,42,221842253.251498,FALSE
188716559.343425,18,26,43,187284361.248492,FALSE
218929251.167682,18,27,44,157098761.181807,FALSE
121426222.179332,18,28,45,130996802.255121,FALSE
134189943.413219,18,29,46,108629219.414269,FALSE
76522186.582611,18,30,47,89617649.250375,FALSE
92917108.2381406,18,31,48,73578042.0317505,FALSE
46099170.0457509,18,32,49,60137250.6186141,FALSE
57570936.0479754,18,33,50,48944081.0113401,FALSE
33045808.892343,18,34,51,39675997.6284917,FALSE
43891519.9567252,18,35,52,32042533.7240844,FALSE
8750512.77588779,18,36,53,25786294.4392923,FALSE
18193009.8015832,18,37,54,20682276.8735678,FALSE
24771309.7901811,18,38,55,16536080.2609322,FALSE
5231423.74785122,18,39,56,13181446.1400104,FALSE
15475898.7631881,18,40,57,10477455.7223454,FALSE
595493.177948401,19,1,19,722225.092416495,TRUE
8864602.46462813,19,2,20,10483971.4391707,TRUE
76651499.1553001,19,3,21,43773547.4903974,TRUE
95993137.1887395,19,4,22,109758249.503414,TRUE
244037363.614341,19,5,23,208147804.3098,TRUE
381057418.297041,19,6,24,330838062.086191,TRUE
353182659.416895,19,7,25,460432644.302518,TRUE
486419278.510551,19,8,26,586019986.300873,TRUE
816113307.051562,19,9,27,696660588.682264,TRUE
700546873.352582,19,10,28,784786611.575737,TRUE
969860617.128112,19,11,29,846384636.744551,TRUE
872997377.634544,19,12,30,880574461.793025,TRUE
844100337.134517,19,13,31,888893567.978757,TRUE
820987143.646806,19,14,32,874509655.302933,TRUE
826914272.135916,19,15,33,842577611.491914,TRUE
743127983.6823,19,16,34,797190954.622505,TRUE
870718131.702443,19,17,35,742287648.000778,TRUE
703102519.155807,19,18,36,681420577.784148,TRUE
669637373.228917,19,19,37,617632779.635917,TRUE
595034305.16517,19,20,38,553410982.645522,TRUE
569393466.531704,19,21,39,490693565.175423,TRUE
411326777.234385,19,22,40,430913150.943157,TRUE
341648740.288193,19,23,41,372127298.701056,FALSE
342771993.146404,19,24,42,318736939.197032,FALSE
286320285.745937,19,25,43,270958739.997848,FALSE
237152994.941371,19,26,44,228749635.389174,FALSE
182886795.118173,19,27,45,191880860.211005,FALSE
240875840.243997,19,28,46,159999855.584568,FALSE
156794925.860376,19,29,47,132680028.209374,FALSE
135438865.565985,19,30,48,109459243.974239,FALSE
127105432.05004,19,31,49,89868423.4776049,FALSE
55245503.6739086,19,32,50,73451803.7737445,FALSE
38678124.9990717,19,33,51,59780435.5428655,FALSE
31379195.6905706,19,34,52,48460372.9361961,FALSE
23391028.5847735,19,35,53,39136839.0690371,FALSE
37663730.9871726,19,36,54,31495451.150882,FALSE
35164396.3753028,19,37,55,25261390.018408,FALSE
14463798.7191936,19,38,56,20197214.0398606,FALSE
16615321.0878393,19,39,57,16099854.6719484,FALSE
9974625.60624085,19,40,58,12797193.3177737,FALSE
178618.378127259,20,1,20,889213.045161835,TRUE
10758032.7867992,20,2,21,12917936.7586158,TRUE
28386970.3018079,20,3,22,53974778.6732105,TRUE
87658090.3001998,20,4,23,135427177.659423,TRUE
230149616.512161,20,5,24,256984984.150638,TRUE
350682394.492789,20,6,25,404086521.536437,TRUE
569340794.50728,20,7,26,562373701.698075,TRUE
703509920.906552,20,8,27,715766427.604868,TRUE
814226698.723923,20,9,28,850903164.518004,TRUE
909885902.498576,20,10,29,958540531.945779,TRUE
997859077.011118,20,11,30,1033776529.78418,TRUE
1015558999.63908,20,12,31,1075536076.39941,TRUE
1099898457.53189,20,13,32,1085697055.64009,TRUE
872939952.985724,20,14,33,1069553626.23442,TRUE
1154151293.56478,20,15,34,1031768790.79446,TRUE
949870675.551918,20,16,35,977293043.786496,TRUE
1034854710.59779,20,17,36,910919731.018965,TRUE
816201096.969017,20,18,37,836997203.750661,TRUE
884355854.187376,20,19,38,759268607.678839,TRUE
595454564.104482,20,20,39,680808049.036866,TRUE
585223582.970032,20,21,40,604024464.4938,TRUE
409629766.293721,20,22,41,526318511.089461,FALSE
347491409.909639,20,23,42,454517309.020161,FALSE
367744595.018069,20,24,43,389306176.662785,FALSE
291752601.054617,20,25,44,330949752.380976,FALSE
207541011.787052,20,26,45,279395435.592469,FALSE
192792598.042166,20,27,46,234363811.899867,FALSE
208283526.663561,20,28,47,195424264.91622,FALSE
277259433.039117,20,29,48,162055752.407698,FALSE
162303073.619843,20,30,49,133693822.496262,FALSE
117836063.575451,20,31,50,109765540.307053,FALSE
85075888.1780914,20,32,51,89714235.7210911,FALSE
108989740.39214,20,33,52,73015988.8560724,FALSE
141897939.636785,20,34,53,59189633.1657403,FALSE
45097868.0846353,20,35,54,47801843.1845926,FALSE
34808215.084787,20,36,55,38468630.9051861,FALSE
40398545.6661259,20,37,56,30854331.4434434,FALSE
27963142.9783362,20,38,57,24668932.935437,FALSE
27070325.8272638,20,39,58,19664406.9022958,FALSE
5528213.64972693,20,40,59,15630527.2150377,FALSE
563985.036145858,21,1,21,897252.083979533,TRUE
12944391.2295996,21,2,22,13044419.0297472,TRUE
40339806.6473061,21,3,23,54541003.3198838,TRUE
227707544.563832,21,4,24,136935633.188106,TRUE
254398917.138299,21,5,25,256984984.150638,TRUE
418906637.388228,21,6,26,404086521.536437,TRUE
541674704.249097,21,7,27,562373701.698075,TRUE
651231073.439384,21,8,28,715766427.604868,TRUE
879277054.595729,21,9,29,850903164.518004,TRUE
1000376839.93407,21,10,30,958540531.945779,TRUE
853958035.124185,21,11,31,1033776529.78418,TRUE
1010449942.63235,21,12,32,1075536076.39941,TRUE
1080126171.82188,21,13,33,1087201369.69422,TRUE
931713940.592154,21,14,34,1072409575.47762,TRUE
971623655.988043,21,15,35,1035744773.51678,TRUE
834144736.103874,21,16,36,982116195.248845,TRUE
928184932.587001,21,17,37,916307693.706651,TRUE
927892500.228164,21,18,38,842682250.965749,TRUE
678581057.8145,21,19,39,765013953.200098,TRUE
742928791.722106,21,20,40,686417146.575574,TRUE
512639172.255264,21,21,41,604024464.4938,FALSE
533321051.360151,21,22,42,526318511.089461,FALSE
454987254.48651,21,23,43,454517309.020161,FALSE
397786761.711512,21,24,44,389306176.662785,FALSE
340531197.591728,21,25,45,330949752.380976,FALSE
309296903.149963,21,26,46,279395435.592469,FALSE
198160814.115705,21,27,47,234363811.899867,FALSE
222004962.464107,21,28,48,195424264.91622,FALSE
166068496.504158,21,29,49,162055752.407698,FALSE
113436776.464903,21,30,50,133693822.496262,FALSE
107299044.942908,21,31,51,109765540.307053,FALSE
117673820.660053,21,32,52,89714235.7210911,FALSE
64636623.0851084,21,33,53,73015988.8560724,FALSE
41328038.1408337,21,34,54,59189633.1657403,FALSE
41810926.6350148,21,35,55,47801843.1845926,FALSE
65686551.0795261,21,36,56,38468630.9051861,FALSE
25467115.9496084,21,37,57,30854331.4434434,FALSE
41803504.1187455,21,38,58,24668932.935437,FALSE
13767365.8706445,21,39,59,19664406.9022958,FALSE
12141272.0240349,21,40,60,15630527.2150377,FALSE
12240.4429269842,22,1,22,906269.617340145,TRUE
3326390.44631419,22,2,23,13184980.3629714,TRUE
39127793.964781,22,3,24,55165479.6318639,TRUE
161999808.792503,22,4,25,136935633.188106,TRUE
286011662.126666,22,5,26,256984984.150638,TRUE
378548931.507761,22,6,27,404086521.536437,TRUE
499405873.064162,22,7,28,562373701.698075,TRUE
624955114.439023,22,8,29,715766427.604868,TRUE
768501734.371655,22,9,30,850903164.518004,TRUE
971502502.649268,22,10,31,958540531.945779,TRUE
1141319553.98798,22,11,32,1033776529.78418,TRUE
1121811184.03598,22,12,33,1077081545.19553,TRUE
1049462846.58935,22,13,34,1090216253.70764,TRUE
981113323.301399,22,14,35,1076707804.50661,TRUE
1140975713.67408,22,15,36,1041069927.74717,TRUE
1016506800.22843,22,16,37,988178621.707575,TRUE
804448869.770075,22,17,38,922815332.639813,TRUE
925412778.841553,22,18,39,849363628.172618,TRUE
643645626.283039,22,19,40,771633315.877356,TRUE
674620014.700638,22,20,41,686417146.575574,FALSE
558693396.145563,22,21,42,604024464.4938,FALSE
467128943.50294,22,22,43,526318511.089461,FALSE
383818730.550503,22,23,44,454517309.020161,FALSE
399465859.545183,22,24,45,389306176.662785,FALSE
325578565.324455,22,25,46,330949752.380976,FALSE
287993913.126932,22,26,47,279395435.592469,FALSE
196592508.585544,22,27,48,234363811.899867,FALSE
181641942.973138,22,28,49,195424264.91622,FALSE
192918084.002158,22,29,50,162055752.407698,FALSE
162502056.845684,22,30,51,133693822.496262,FALSE
118528053.759592,22,31,52,109765540.307053,FALSE
65507311.5157731,22,32,53,89714235.7210911,FALSE
111417909.569032,22,33,54,73015988.8560724,FALSE
102426953.366069,22,34,55,59189633.1657403,FALSE
52955990.002319,22,35,56,47801843.1845926,FALSE
61549638.0594521,22,36,57,38468630.9051861,FALSE
20615406.7438102,22,37,58,30854331.4434434,FALSE
4275836.80147404,22,38,59,24668932.935437,FALSE
31210636.2108058,22,39,60,19664406.9022958,FALSE
9706339.44343447,22,40,61,15630527.2150377,FALSE
3381706.56645217,23,1,23,916293.614037627,TRUE
28475732.9052685,23,2,24,13340047.9929088,TRUE
63656450.780017,23,3,25,55165479.6318639,TRUE
92133256.8821272,23,4,26,136935633.188106,TRUE
311107620.363258,23,5,27,256984984.150638,TRUE
476252681.397675,23,6,28,404086521.536437,TRUE
415694957.065212,23,7,29,562373701.698075,TRUE
809453310.605634,23,8,30,715766427.604868,TRUE
992445399.755527,23,9,31,850903164.518004,TRUE
875206631.204948,23,10,32,958540531.945779,TRUE
1001611290.17865,23,11,33,1035315084.80377,TRUE
1053150580.32699,23,12,34,1080179148.1648,TRUE
994369265.215845,23,13,35,1094754262.87085,TRUE
1113410296.09938,23,14,36,1082465586.56808,TRUE
1057839802.65026,23,15,37,1047764888.20622,TRUE
953982369.293385,23,16,38,995502951.153644,TRUE
853485366.734212,23,17,39,930466014.740955,TRUE
1074455615.60914,23,18,40,857064379.211389,TRUE
880950297.099074,23,19,41,771633315.877356,FALSE
666785432.268456,23,20,42,686417146.575574,FALSE
560154634.279349,23,21,43,604024464.4938,FALSE
558003105.271673,23,22,44,526318511.089461,FALSE
460603454.66292,23,23,45,454517309.020161,FALSE
370241723.620449,23,24,46,389306176.662785,FALSE
257776465.470552,23,25,47,330949752.380976,FALSE
299316388.447295,23,26,48,279395435.592469,FALSE
294799342.095806,23,27,49,234363811.899867,FALSE
210642918.974728,23,28,50,195424264.91622,FALSE
200091940.791398,23,29,51,162055752.407698,FALSE
123914911.303553,23,30,52,133693822.496262,FALSE
117774507.012312,23,31,53,109765540.307053,FALSE
86797634.8731172,23,32,54,89714235.7210911,FALSE
44310412.4174947,23,33,55,73015988.8560724,FALSE
58161932.3075298,23,34,56,59189633.1657403,FALSE
55793921.6714935,23,35,57,47801843.1845926,FALSE
44792151.4086185,23,36,58,38468630.9051861,FALSE
24315146.6770301,23,37,59,30854331.4434434,FALSE
24766586.1635288,23,38,60,24668932.935437,FALSE
10548529.5841879,23,39,61,19664406.9022958,FALSE
13228879.8251884,23,40,62,15630527.2150377,FALSE
531043.810579663,24,1,24,927355.375232432,TRUE
9282710.65090552,24,2,25,13340047.9929088,TRUE
62508967.883031,24,3,26,55165479.6318639,TRUE
131947238.95126,24,4,27,136935633.188106,TRUE
216022065.155627,24,5,28,256984984.150638,TRUE
361838931.076954,24,6,29,404086521.536437,TRUE
608940380.676453,24,7,30,562373701.698075,TRUE
779655592.341169,24,8,31,715766427.604868,TRUE
710333562.962049,24,9,32,850903164.518004,TRUE
969655392.317419,24,10,33,960016344.636679,TRUE
1001750281.8355,24,11,34,1038399067.68,TRUE
947425476.543672,24,12,35,1084842263.99557,TRUE
1027092926.99249,24,13,36,1100834338.84132,TRUE
1026315707.51161,24,14,37,1089706132.14698,TRUE
1059987627.64816,24,15,38,1055855696.71429,TRUE
1045850995.84942,24,16,39,1004116643.82213,TRUE
892059265.616971,24,17,40,939287349.778583,TRUE
798883448.720088,24,18,41,857064379.211389,FALSE
1032537108.76104,24,19,42,771633315.877356,FALSE
706129210.742255,24,20,43,686417146.575574,FALSE
632254829.801382,24,21,44,604024464.4938,FALSE
502165374.115758,24,22,45,526318511.089461,FALSE
451191466.479975,24,23,46,454517309.020161,FALSE
433824213.784312,24,24,47,389306176.662785,FALSE
344073046.253918,24,25,48,330949752.380976,FALSE
264180701.032329,24,26,49,279395435.592469,FALSE
233402680.604926,24,27,50,234363811.899867,FALSE
155336308.011595,24,28,51,195424264.91622,FALSE
159165914.551558,24,29,52,162055752.407698,FALSE
176818763.753821,24,30,53,133693822.496262,FALSE
97276252.4272984,24,31,54,109765540.307053,FALSE
156492127.398431,24,32,55,89714235.7210911,FALSE
42819886.5854435,24,33,56,73015988.8560724,FALSE
55309337.7043225,24,34,57,59189633.1657403,FALSE
38938816.4312793,24,35,58,47801843.1845926,FALSE
9390892.47253312,24,36,59,38468630.9051861,FALSE
60370214.252669,24,37,60,30854331.4434434,FALSE
32064878.0981333,24,38,61,24668932.935437,FALSE
5413888.36026258,24,39,62,19664406.9022958,FALSE
10234994.6235854,24,40,63,15630527.2150377,FALSE
1582895.30834187,25,1,25,927355.375232432,TRUE
5094417.70448514,25,2,26,13340047.9929088,TRUE
42356266.9228193,25,3,27,55165479.6318639,TRUE
212633111.07546,25,4,28,136935633.188106,TRUE
284743039.770473,25,5,29,256984984.150638,TRUE
442054828.637815,25,6,30,404086521.536437,TRUE
509901505.480096,25,7,31,562373701.698075,TRUE
612127000.627829,25,8,32,715766427.604868,TRUE
954839722.635056,25,9,33,852256958.176566,TRUE
899829364.334475,25,10,34,962974790.202351,TRUE
1113085266.44348,25,11,35,1043042275.28148,TRUE
1107233305.13106,25,12,36,1091091081.03879,TRUE
1000706301.01581,25,13,37,1108481941.57455,TRUE
1132387417.49773,25,14,38,1098458744.97492,TRUE
1216012507.35621,25,15,39,1065373971.08453,TRUE
1026603968.06421,25,16,40,1014052163.83809,TRUE
964181352.341948,25,17,41,939287349.778583,FALSE
870929385.613538,25,18,42,857064379.211389,FALSE
884563450.173303,25,19,43,771633315.877356,FALSE
747268386.327796,25,20,44,686417146.575574,FALSE
496535942.642324,25,21,45,604024464.4938,FALSE
508054548.387796,25,22,46,526318511.089461,FALSE
598006250.40131,25,23,47,454517309.020161,FALSE
354168191.763122,25,24,48,389306176.662785,FALSE
405232636.379147,25,25,49,330949752.380976,FALSE
296064618.476128,25,26,50,279395435.592469,FALSE
196959526.953133,25,27,51,234363811.899867,FALSE
241165078.711203,25,28,52,195424264.91622,FALSE
170884975.859369,25,29,53,162055752.407698,FALSE
164174343.730829,25,30,54,133693822.496262,FALSE
102291161.828041,25,31,55,109765540.307053,FALSE
113154011.517884,25,32,56,89714235.7210911,FALSE
55682162.2847336,25,33,57,73015988.8560724,FALSE
47288095.090709,25,34,58,59189633.1657403,FALSE
36075799.2074332,25,35,59,47801843.1845926,FALSE
47031987.3126035,25,36,60,38468630.9051861,FALSE
23747155.0191743,25,37,61,30854331.4434434,FALSE
7643934.93398543,25,38,62,24668932.935437,FALSE
19982037.5441872,25,39,63,19664406.9022958,FALSE
9103500.22439309,25,40,64,15630527.2150377,FALSE
365101.534104238,26,1,26,927355.375232432,TRUE
10586737.6431564,26,2,27,13340047.9929088,TRUE
80088149.1885372,26,3,28,55165479.6318639,TRUE
148451362.635111,26,4,29,136935633.188106,TRUE
221073023.10664,26,5,30,256984984.150638,TRUE
334385241.45963,26,6,31,404086521.536437,TRUE
544942640.778572,26,7,32,562373701.698075,TRUE
782839788.474022,26,8,33,716941982.959981,TRUE
722809859.636641,26,9,34,854971010.609781,TRUE
920427487.869633,26,10,35,967429561.567794,TRUE
792805900.873286,26,11,36,1049265531.43152,TRUE
1094907694.28326,26,12,37,1098952743.04846,TRUE
1199018084.98801,26,13,38,1117729227.08965,TRUE
1082683410.96275,26,14,39,1108759019.77147,TRUE
1168376673.73627,26,15,40,1076357111.12373,TRUE
1055390875.87583,26,16,41,1014052163.83809,FALSE
951169119.818409,26,17,42,939287349.778583,FALSE
914367829.499577,26,18,43,857064379.211389,FALSE
760721367.727285,26,19,44,771633315.877356,FALSE
696746614.42579,26,20,45,686417146.575574,FALSE
583168568.910832,26,21,46,604024464.4938,FALSE
596107167.220749,26,22,47,526318511.089461,FALSE
445494590.73885,26,23,48,454517309.020161,FALSE
333965179.694799,26,24,49,389306176.662785,FALSE
412293484.550997,26,25,50,330949752.380976,FALSE
269178311.499624,26,26,51,279395435.592469,FALSE
324330453.014736,26,27,52,234363811.899867,FALSE
182606696.885678,26,28,53,195424264.91622,FALSE
259220239.215883,26,29,54,162055752.407698,FALSE
108726182.285347,26,30,55,133693822.496262,FALSE
97251930.9247097,26,31,56,109765540.307053,FALSE
85975330.2523168,26,32,57,89714235.7210911,FALSE
107110873.909597,26,33,58,73015988.8560724,FALSE
58222248.0006225,26,34,59,59189633.1657403,FALSE
40080194.3570686,26,35,60,47801843.1845926,FALSE
37491315.2250154,26,36,61,38468630.9051861,FALSE
34437130.5314915,26,37,62,30854331.4434434,FALSE
18283303.3189291,26,38,63,24668932.935437,FALSE
17793913.2175132,26,39,64,19664406.9022958,FALSE
21318628.582922,26,40,65,15630527.2150377,FALSE
44803.3386835181,27,1,27,927355.375232432,TRUE
15800618.3098343,27,2,28,13340047.9929088,TRUE
46699877.0294279,27,3,29,55165479.6318639,TRUE
101543912.690968,27,4,30,136935633.188106,TRUE
272830340.11209,27,5,31,256984984.150638,TRUE
344878210.572275,27,6,32,404086521.536437,TRUE
571960108.558933,27,7,33,563326216.786389,TRUE
725889968.530216,27,8,34,719298888.941774,TRUE
831887504.311726,27,9,35,859058303.53466,TRUE
856823049.480485,27,10,36,973401330.080905,TRUE
1168151464.66128,27,11,37,1057096842.63531,TRUE
988367029.804547,27,12,38,1108461545.78463,TRUE
951815273.823643,27,13,39,1128615272.90788,TRUE
1113319299.39813,27,14,40,1120649083.58752,TRUE
888142190.010145,27,15,41,1076357111.12373,FALSE
1069736798.7808,27,16,42,1014052163.83809,FALSE
918764727.038375,27,17,43,939287349.778583,FALSE
844165472.740721,27,18,44,857064379.211389,FALSE
704813247.30165,27,19,45,771633315.877356,FALSE
733818640.529758,27,20,46,686417146.575574,FALSE
720311461.038953,27,21,47,604024464.4938,FALSE
488643257.845081,27,22,48,526318511.089461,FALSE
454578944.915718,27,23,49,454517309.020161,FALSE
454047108.229313,27,24,50,389306176.662785,FALSE
372116778.363436,27,25,51,330949752.380976,FALSE
304466686.508126,27,26,52,279395435.592469,FALSE
184529519.922156,27,27,53,234363811.899867,FALSE
197394909.794176,27,28,54,195424264.91622,FALSE
143057136.540331,27,29,55,162055752.407698,FALSE
128387147.897639,27,30,56,133693822.496262,FALSE
115054440.849079,27,31,57,109765540.307053,FALSE
80335331.6621258,27,32,58,89714235.7210911,FALSE
100173937.922125,27,33,59,73015988.8560724,FALSE
23817198.2889913,27,34,60,59189633.1657403,FALSE
66286902.1202611,27,35,61,47801843.1845926,FALSE
